"Time Offset [ms]","Time [ms]","Patched Time [ms]","Time [hh:mm:ss.ms]","T-Zero Time [ms]","T-zero Time [hh:mm:ss.ms]","Temperature [ºC]","Humidity [%RH]","X [g]","Y [g]","Z [g]","Magnitude [g]","Pressure [hPa]","Temperature [ºC]","Altitude [m]","eCO2 [ppm]","TVOC [ppb]"
6206162,231486,6437648,01:47:17.648,312944,00:05:12.944,25.0,30.19,-1.00,-0.31,0.06,1.05,734,24.0,2718,433,106
6206162,231531,6437693,01:47:17.693,312989,00:05:12.989,25.0,30.13,-1.22,-0.41,0.09,1.29,734,24.0,2718,430,104
6206162,231576,6437738,01:47:17.738,313034,00:05:13.034,25.0,30.09,-1.20,-0.20,0.06,1.22,734,24.0,2718,430,104
6206162,231621,6437783,01:47:17.783,313079,00:05:13.079,25.0,30.05,-1.14,-0.31,0.16,1.19,734,24.0,2718,424,99
6206162,231666,6437828,01:47:17.828,313124,00:05:13.124,25.0,30.06,-1.05,-0.52,-0.06,1.17,734,24.0,2718,424,103
6206162,231711,6437873,01:47:17.873,313169,00:05:13.169,25.0,30.04,-0.94,-0.69,0.00,1.17,734,24.0,2718,434,105
6206162,231756,6437918,01:47:17.918,313214,00:05:13.214,25.0,30.08,-0.98,-0.78,0.05,1.25,734,24.0,2718,435,101
6206162,231804,6437966,01:47:17.966,313262,00:05:13.262,25.0,30.08,-1.00,-0.70,0.02,1.22,734,24.0,2718,427,100
6206162,231849,6438011,01:47:18.011,313307,00:05:13.307,25.0,30.10,-0.95,-0.84,0.08,1.27,734,24.0,2718,432,97
6206162,231894,6438056,01:47:18.056,313352,00:05:13.352,25.0,30.15,-0.73,-0.78,0.03,1.07,737,24.0,2690,416,99
6206162,231939,6438101,01:47:18.101,313397,00:05:13.397,25.0,30.21,-0.80,-0.62,0.00,1.01,737,24.0,2690,425,96
6206162,231984,6438146,01:47:18.146,313442,00:05:13.442,25.0,30.24,-1.06,-0.59,-0.14,1.22,737,24.0,2690,417,94
6206162,232029,6438191,01:47:18.191,313487,00:05:13.487,25.0,30.27,-1.03,-0.53,-0.14,1.17,737,24.0,2690,418,99
6206162,232074,6438236,01:47:18.236,313532,00:05:13.532,25.0,30.34,-1.05,-0.42,-0.20,1.15,737,24.0,2690,421,98
6206162,232119,6438281,01:47:18.281,313577,00:05:13.577,25.0,30.31,-0.86,-0.47,-0.19,1.00,737,24.0,2690,420,97
6206162,232164,6438326,01:47:18.326,313622,00:05:13.622,25.0,30.38,-0.78,-0.36,-0.33,0.92,737,24.0,2690,429,95
6206162,232212,6438374,01:47:18.374,313670,00:05:13.670,25.0,30.33,-0.55,-0.27,-0.28,0.67,737,24.0,2690,420,95
6206162,232257,6438419,01:47:18.419,313715,00:05:13.715,25.0,30.34,-0.42,-0.33,-0.47,0.71,737,24.0,2690,422,99
6206162,232302,6438464,01:47:18.464,313760,00:05:13.760,25.0,30.31,-0.45,-0.28,-0.45,0.70,737,24.0,2690,428,99
6206162,232347,6438509,01:47:18.509,313805,00:05:13.805,25.0,30.35,-0.47,-0.14,-0.45,0.67,737,24.0,2690,426,100
6206162,232392,6438554,01:47:18.554,313850,00:05:13.850,25.0,30.32,-0.53,-0.12,-0.62,0.82,737,24.0,2690,419,95
6206162,232437,6438599,01:47:18.599,313895,00:05:13.895,25.0,30.33,-0.39,-0.02,-0.58,0.70,737,24.0,2690,424,98
6206162,232482,6438644,01:47:18.644,313940,00:05:13.940,25.0,30.32,-0.34,-0.02,-0.61,0.70,737,24.0,2690,419,96
6206162,232527,6438689,01:47:18.689,313985,00:05:13.985,25.0,30.29,-0.28,-0.09,-0.58,0.65,737,24.0,2690,413,97
6206162,232572,6438734,01:47:18.734,314030,00:05:14.030,25.0,30.27,-0.08,-0.02,-0.61,0.62,737,24.0,2690,416,96
6206162,232620,6438782,01:47:18.782,314078,00:05:14.078,25.0,30.31,-0.11,0.05,-0.52,0.53,737,24.0,2690,418,95
6206162,232665,6438827,01:47:18.827,314123,00:05:14.123,25.0,30.30,-0.08,0.06,-0.64,0.65,737,24.0,2690,417,100
6206162,232710,6438872,01:47:18.872,314168,00:05:14.168,25.0,30.34,-0.12,0.05,-0.53,0.55,737,24.0,2690,427,103
6206162,232755,6438917,01:47:18.917,314213,00:05:14.213,25.0,30.33,-0.09,0.02,-0.69,0.70,737,24.0,2690,422,96
6206162,232800,6438962,01:47:18.962,314258,00:05:14.258,25.0,30.40,-0.09,0.08,-0.70,0.71,737,24.0,2690,423,101
6206162,232845,6439007,01:47:19.007,314303,00:05:14.303,25.0,30.43,-0.19,-0.06,-0.81,0.83,737,24.0,2690,418,94
6206162,232890,6439052,01:47:19.052,314348,00:05:14.348,25.0,30.47,-0.12,-0.09,-0.67,0.69,739,24.1,2667,422,99
6206162,232935,6439097,01:47:19.097,314393,00:05:14.393,25.0,30.52,-0.16,-0.22,-0.83,0.87,739,24.1,2667,421,99
6206162,232980,6439142,01:47:19.142,314438,00:05:14.438,25.0,30.58,-0.03,-0.28,-0.58,0.64,739,24.1,2667,420,95
6206162,233028,6439190,01:47:19.190,314486,00:05:14.486,25.0,30.64,-0.16,-0.22,-0.61,0.67,739,24.1,2667,426,103
6206162,233073,6439235,01:47:19.235,314531,00:05:14.531,25.0,30.71,-0.28,-0.42,-0.69,0.85,739,24.1,2667,420,94
6206162,233118,6439280,01:47:19.280,314576,00:05:14.576,25.0,30.75,-0.44,-0.52,-0.44,0.81,739,24.1,2667,430,100
6206162,233163,6439325,01:47:19.325,314621,00:05:14.621,25.0,30.81,-0.42,-0.75,-0.55,1.02,739,24.1,2667,419,100
6206162,233208,6439370,01:47:19.370,314666,00:05:14.666,25.0,30.82,-0.09,-0.78,-0.62,1.00,739,24.1,2667,421,96
6206162,233253,6439415,01:47:19.415,314711,00:05:14.711,25.0,30.88,0.06,-0.89,-0.45,1.00,739,24.1,2667,424,100
6206162,233298,6439460,01:47:19.460,314756,00:05:14.756,25.0,30.94,-0.08,-1.03,-0.50,1.15,739,24.1,2667,421,100
6206162,233343,6439505,01:47:19.505,314801,00:05:14.801,25.0,30.94,0.09,-1.25,0.22,1.27,739,24.1,2667,415,96
6206162,233391,6439553,01:47:19.553,314849,00:05:14.849,25.0,30.91,-0.62,-1.28,-0.44,1.49,739,24.1,2667,425,101
6206162,233436,6439598,01:47:19.598,314894,00:05:14.894,25.0,30.89,-0.98,-1.17,-0.05,1.53,739,24.1,2667,417,97
6206162,233481,6439643,01:47:19.643,314939,00:05:14.939,25.0,30.77,-1.05,-1.16,-0.06,1.57,739,24.1,2667,418,98
6206162,233526,6439688,01:47:19.688,314984,00:05:14.984,25.0,30.66,-1.31,-1.25,0.11,1.81,739,24.1,2667,422,97
6206162,233571,6439733,01:47:19.733,315029,00:05:15.029,25.0,30.56,-1.25,-0.80,-0.09,1.49,739,24.1,2667,413,98
6206162,233616,6439778,01:47:19.778,315074,00:05:15.074,25.0,30.45,-1.16,-1.02,0.19,1.56,739,24.1,2667,421,101
6206162,233661,6439823,01:47:19.823,315119,00:05:15.119,25.0,30.36,-0.97,-0.66,0.20,1.19,739,24.1,2667,418,101
6206162,233706,6439868,01:47:19.868,315164,00:05:15.164,25.0,30.32,-1.05,-1.11,0.09,1.53,739,24.1,2667,423,102
6206162,233751,6439913,01:47:19.913,315209,00:05:15.209,25.0,30.32,-0.94,-0.91,0.23,1.33,739,24.1,2667,423,103
6206162,233799,6439961,01:47:19.961,315257,00:05:15.257,25.0,30.30,-0.67,-1.22,0.11,1.40,739,24.1,2667,424,96
6206162,233844,6440006,01:47:20.006,315302,00:05:15.302,25.0,30.33,-0.77,-0.77,0.03,1.09,739,24.1,2667,419,100
6206162,233889,6440051,01:47:20.051,315347,00:05:15.347,25.0,30.40,-0.84,-0.92,0.08,1.25,741,24.0,2640,417,102
6206162,233934,6440096,01:47:20.096,315392,00:05:15.392,25.0,30.48,-0.52,-0.92,0.02,1.06,741,24.0,2640,422,96
6206162,233979,6440141,01:47:20.141,315437,00:05:15.437,25.0,30.55,-1.00,-0.98,0.00,1.40,741,24.0,2640,419,98
6206162,234024,6440186,01:47:20.186,315482,00:05:15.482,25.0,30.62,-0.77,-0.67,-0.03,1.02,741,24.0,2640,419,102
6206162,234069,6440231,01:47:20.231,315527,00:05:15.527,25.0,30.65,-0.80,-1.09,-0.12,1.36,741,24.0,2640,413,98
6206162,234114,6440276,01:47:20.276,315572,00:05:15.572,25.0,30.70,-1.06,-0.81,-0.11,1.34,741,24.0,2640,419,102
6206162,234159,6440321,01:47:20.321,315617,00:05:15.617,25.0,30.75,-1.00,-0.73,-0.11,1.24,741,24.0,2640,419,103
6206162,234207,6440369,01:47:20.369,315665,00:05:15.665,25.0,30.80,-0.88,-0.80,-0.33,1.23,741,24.0,2640,418,102
6206162,234252,6440414,01:47:20.414,315710,00:05:15.710,24.9,30.82,-0.72,-0.55,-0.11,0.91,741,24.0,2640,419,99
6206162,234297,6440459,01:47:20.459,315755,00:05:15.755,25.0,30.82,-0.58,-0.61,-0.39,0.93,741,24.0,2640,417,101
6206162,234342,6440504,01:47:20.504,315800,00:05:15.800,24.9,30.87,-0.55,-0.58,-0.42,0.90,741,24.0,2640,407,93
6206162,234387,6440549,01:47:20.549,315845,00:05:15.845,25.0,30.87,-0.55,-0.50,-0.42,0.85,741,24.0,2640,412,99
6206162,234432,6440594,01:47:20.594,315890,00:05:15.890,25.0,30.88,-0.42,-0.52,-0.41,0.78,741,24.0,2640,409,97
6206162,234477,6440639,01:47:20.639,315935,00:05:15.935,25.0,30.84,-0.50,-0.45,-0.45,0.81,741,24.0,2640,405,95
6206162,234522,6440684,01:47:20.684,315980,00:05:15.980,25.0,30.84,-0.42,-0.47,-0.42,0.76,741,24.0,2640,414,93
6206162,234567,6440729,01:47:20.729,316025,00:05:16.025,25.0,30.83,-0.50,-0.45,-0.41,0.79,741,24.0,2640,415,92
6206162,234615,6440777,01:47:20.777,316073,00:05:16.073,25.0,30.85,-0.67,-0.42,-0.41,0.89,741,24.0,2640,411,95
6206162,234660,6440822,01:47:20.822,316118,00:05:16.118,25.0,30.91,-0.75,-0.22,-0.30,0.84,741,24.0,2640,411,95
6206162,234705,6440867,01:47:20.867,316163,00:05:16.163,25.0,30.89,-0.86,-0.09,-0.42,0.96,741,24.0,2640,415,92
6206162,234750,6440912,01:47:20.912,316208,00:05:16.208,25.0,30.96,-1.30,0.14,-0.38,1.36,741,24.0,2640,411,95
6206162,234795,6440957,01:47:20.957,316253,00:05:16.253,25.0,31.03,-2.00,-0.09,-0.67,2.11,741,24.0,2640,410,96
6206162,234840,6441002,01:47:21.002,316298,00:05:16.298,25.0,31.04,-1.30,-0.17,-0.20,1.33,741,24.0,2640,414,92
6206162,234885,6441047,01:47:21.047,316343,00:05:16.343,25.0,31.11,-1.61,-0.05,0.08,1.61,744,24.0,2614,411,92
6206162,234930,6441092,01:47:21.092,316388,00:05:16.388,25.0,31.14,-1.23,-0.61,0.02,1.37,744,24.0,2614,415,95
6206162,234975,6441137,01:47:21.137,316433,00:05:16.433,25.0,31.17,-1.17,-0.66,-0.05,1.34,744,24.0,2614,417,98
6206162,235032,6441194,01:47:21.194,316490,00:05:16.490,24.9,31.14,-1.17,-0.70,-0.08,1.37,744,24.0,2614,408,92
6206162,235077,6441239,01:47:21.239,316535,00:05:16.535,24.9,31.13,-1.14,-0.91,0.11,1.46,744,24.0,2614,412,97
6206162,235122,6441284,01:47:21.284,316580,00:05:16.580,25.0,31.12,-0.92,-0.62,0.03,1.11,744,24.0,2614,408,90
6206162,235167,6441329,01:47:21.329,316625,00:05:16.625,25.0,31.05,-1.03,-0.89,0.03,1.36,744,24.0,2614,415,91
6206162,235212,6441374,01:47:21.374,316670,00:05:16.670,25.0,31.04,-1.03,-0.80,0.03,1.30,744,24.0,2614,413,98
6206162,235257,6441419,01:47:21.419,316715,00:05:16.715,25.0,31.01,-1.22,-0.61,0.12,1.37,744,24.0,2614,423,98
6206162,235302,6441464,01:47:21.464,316760,00:05:16.760,25.0,31.04,-1.05,-0.52,0.03,1.17,744,24.0,2614,421,96
6206162,235347,6441509,01:47:21.509,316805,00:05:16.805,25.0,31.09,-1.28,-0.72,0.16,1.48,744,24.0,2614,422,96
6206162,235392,6441554,01:47:21.554,316850,00:05:16.850,25.0,31.18,-1.03,-0.61,-0.12,1.20,744,24.0,2614,415,96
6206162,235440,6441602,01:47:21.602,316898,00:05:16.898,25.0,31.28,-1.44,-0.52,0.03,1.53,744,24.0,2614,422,98
6206162,235494,6441656,01:47:21.656,316952,00:05:16.952,25.0,31.37,-1.20,-0.69,-0.09,1.39,744,24.0,2614,419,97
6206162,235539,6441701,01:47:21.701,316997,00:05:16.997,25.0,31.46,-0.80,-0.52,-0.05,0.96,744,24.0,2614,422,100
6206162,235584,6441746,01:47:21.746,317042,00:05:17.042,25.0,31.58,-0.77,-0.64,-0.25,1.03,744,24.0,2614,419,97
6206162,235660,6441822,01:47:21.822,317118,00:05:17.118,25.0,31.60,-0.55,-0.70,-0.27,0.93,744,24.0,2614,419,95
6206162,235706,6441868,01:47:21.868,317164,00:05:17.164,25.0,31.67,-0.52,-0.59,-0.42,0.89,744,24.0,2614,424,100
6206162,235751,6441913,01:47:21.913,317209,00:05:17.209,25.0,31.65,-0.41,-0.66,-0.47,0.91,744,24.0,2614,423,99
6206162,235796,6441958,01:47:21.958,317254,00:05:17.254,25.0,31.66,-0.31,-0.55,-0.47,0.79,744,24.0,2614,425,102
6206162,235843,6442005,01:47:22.005,317301,00:05:17.301,25.0,31.63,-0.41,-0.67,-0.48,0.92,746,24.0,2589,424,100
6206162,235889,6442051,01:47:22.051,317347,00:05:17.347,25.0,31.63,-0.39,-0.56,-0.42,0.80,746,24.0,2589,427,98
6206162,235934,6442096,01:47:22.096,317392,00:05:17.392,25.0,31.56,-0.47,-0.53,-0.52,0.88,746,24.0,2589,424,104
6206162,235979,6442141,01:47:22.141,317437,00:05:17.437,25.0,31.56,-0.56,-0.50,-0.42,0.86,746,24.0,2589,424,100
6206162,236024,6442186,01:47:22.186,317482,00:05:17.482,25.0,31.57,-0.66,-0.38,-0.31,0.82,746,24.0,2589,423,102
6206162,236069,6442231,01:47:22.231,317527,00:05:17.527,25.0,31.56,-0.83,-0.17,-0.27,0.89,746,24.0,2589,422,98
6206162,236114,6442276,01:47:22.276,317572,00:05:17.572,25.0,31.55,-0.98,0.19,-0.41,1.08,746,24.0,2589,423,101
6206162,236159,6442321,01:47:22.321,317617,00:05:17.617,25.0,31.51,-1.25,-0.42,-0.28,1.35,746,24.0,2589,422,97
6206162,236204,6442366,01:47:22.366,317662,00:05:17.662,25.0,31.51,-0.88,0.34,-0.50,1.07,746,24.0,2589,436,103
6206162,236255,6442417,01:47:22.417,317713,00:05:17.713,25.0,31.52,-1.22,-0.48,-0.17,1.32,746,24.0,2589,429,102
6206162,236300,6442462,01:47:22.462,317758,00:05:17.758,25.0,31.50,-1.30,0.20,0.11,1.32,746,24.0,2589,425,101
6206162,236346,6442508,01:47:22.508,317804,00:05:17.804,25.0,31.50,-1.03,-0.19,0.03,1.05,746,24.0,2589,426,100
6206162,236391,6442553,01:47:22.553,317849,00:05:17.849,25.0,31.52,-1.47,-0.42,-0.17,1.54,746,24.0,2589,423,100
6206162,236436,6442598,01:47:22.598,317894,00:05:17.894,25.0,31.57,-0.98,-0.77,-0.03,1.25,746,24.0,2589,421,101
6206162,236481,6442643,01:47:22.643,317939,00:05:17.939,25.0,31.57,-1.03,-0.78,0.14,1.30,746,24.0,2589,423,99
6206162,236526,6442688,01:47:22.688,317984,00:05:17.984,25.0,31.58,-1.08,-0.73,0.17,1.31,746,24.0,2589,423,100
6206162,236571,6442733,01:47:22.733,318029,00:05:18.029,25.0,31.62,-0.95,-0.69,0.08,1.18,746,24.0,2589,424,101
6206162,236616,6442778,01:47:22.778,318074,00:05:18.074,24.9,31.67,-1.09,-0.67,0.17,1.29,746,24.0,2589,423,100
6206162,236664,6442826,01:47:22.826,318122,00:05:18.122,24.9,31.75,-0.97,-0.59,0.20,1.15,746,24.0,2589,429,100
6206162,236709,6442871,01:47:22.871,318167,00:05:18.167,24.9,31.83,-1.00,-0.58,0.14,1.16,746,24.0,2589,422,101
6206162,236754,6442916,01:47:22.916,318212,00:05:18.212,24.9,31.89,-1.20,-0.50,0.16,1.31,746,24.0,2589,429,103
6206162,236799,6442961,01:47:22.961,318257,00:05:18.257,24.9,31.93,-1.17,-0.55,0.17,1.30,746,24.0,2589,426,100
6206162,236844,6443006,01:47:23.006,318302,00:05:18.302,24.9,32.01,-1.30,-0.34,0.11,1.35,748,24.0,2562,419,96
6206162,236889,6443051,01:47:23.051,318347,00:05:18.347,24.9,32.04,-1.27,-0.84,0.05,1.52,748,24.0,2562,422,99
6206162,236934,6443096,01:47:23.096,318392,00:05:18.392,25.0,32.14,-0.84,-0.56,0.03,1.01,748,24.0,2562,422,99
6206162,236979,6443141,01:47:23.141,318437,00:05:18.437,24.9,32.14,-0.86,-0.56,-0.14,1.04,748,24.0,2562,422,103
6206162,237024,6443186,01:47:23.186,318482,00:05:18.482,25.0,32.19,-1.03,-0.56,-0.14,1.18,748,24.0,2562,419,100
6206162,237072,6443234,01:47:23.234,318530,00:05:18.530,24.9,32.22,-0.81,-0.42,-0.16,0.93,748,24.0,2562,414,96
6206162,237117,6443279,01:47:23.279,318575,00:05:18.575,25.0,32.25,-0.59,-0.25,-0.14,0.66,748,24.0,2562,424,99
6206162,237162,6443324,01:47:23.324,318620,00:05:18.620,25.0,32.27,-0.52,-0.36,-0.28,0.69,748,24.0,2562,427,97
6206162,237207,6443369,01:47:23.369,318665,00:05:18.665,25.0,32.26,-0.64,-0.38,-0.48,0.89,748,24.0,2562,423,97
6206162,237252,6443414,01:47:23.414,318710,00:05:18.710,25.0,32.26,-0.47,-0.39,-0.50,0.79,748,24.0,2562,428,102
6206162,237297,6443459,01:47:23.459,318755,00:05:18.755,25.0,32.23,-0.44,-0.19,-0.45,0.66,748,24.0,2562,421,105
6206162,237342,6443504,01:47:23.504,318800,00:05:18.800,25.0,32.25,-0.50,-0.12,-0.59,0.78,748,24.0,2562,431,101
6206162,237387,6443549,01:47:23.549,318845,00:05:18.845,25.0,32.20,-0.45,-0.08,-0.44,0.63,748,24.0,2562,426,108
6206162,237432,6443594,01:47:23.594,318890,00:05:18.890,25.0,32.16,-0.38,-0.06,-0.56,0.68,748,24.0,2562,423,99
6206162,237480,6443642,01:47:23.642,318938,00:05:18.938,25.0,32.11,-0.25,0.02,-0.56,0.61,748,24.0,2562,423,104
6206162,237525,6443687,01:47:23.687,318983,00:05:18.983,25.0,32.08,-0.23,0.02,-0.62,0.66,748,24.0,2562,427,103
6206162,237570,6443732,01:47:23.732,319028,00:05:19.028,25.0,32.02,-0.23,0.00,-0.58,0.62,748,24.0,2562,428,105
6206162,237615,6443777,01:47:23.777,319073,00:05:19.073,25.0,32.02,-0.19,0.00,-0.58,0.61,748,24.0,2562,430,107
6206162,237660,6443822,01:47:23.822,319118,00:05:19.118,25.0,32.04,-0.27,-0.05,-0.66,0.71,748,24.0,2562,429,107
6206162,237705,6443867,01:47:23.867,319163,00:05:19.163,25.0,32.04,-0.22,-0.12,-0.70,0.74,748,24.0,2562,422,103
6206162,237750,6443912,01:47:23.912,319208,00:05:19.208,25.0,32.04,-0.22,-0.06,-0.66,0.70,748,24.0,2562,423,100
6206162,237795,6443957,01:47:23.957,319253,00:05:19.253,25.0,32.03,-0.22,-0.17,-0.58,0.64,748,24.0,2562,418,103
6206162,237843,6444005,01:47:24.005,319301,00:05:19.301,25.0,32.08,-0.12,-0.25,-0.72,0.77,750,24.0,2539,424,101
6206162,237888,6444050,01:47:24.050,319346,00:05:19.346,25.0,32.06,-0.02,-0.28,-0.80,0.85,750,24.0,2539,424,103
6206162,237933,6444095,01:47:24.095,319391,00:05:19.391,25.0,32.11,0.05,-0.34,-0.69,0.77,750,24.0,2539,419,97
6206162,237978,6444140,01:47:24.140,319436,00:05:19.436,25.0,32.11,0.02,-0.44,-0.64,0.78,750,24.0,2539,418,103
6206162,238023,6444185,01:47:24.185,319481,00:05:19.481,25.0,32.17,0.02,-0.62,-0.58,0.85,750,24.0,2539,423,101
6206162,238068,6444230,01:47:24.230,319526,00:05:19.526,25.0,32.18,0.14,-0.75,-0.64,1.00,750,24.0,2539,425,100
6206162,238113,6444275,01:47:24.275,319571,00:05:19.571,25.0,32.19,0.19,-0.61,-0.55,0.84,750,24.0,2539,424,105
6206162,238158,6444320,01:47:24.320,319616,00:05:19.616,25.0,32.20,0.47,-0.77,-0.66,1.12,750,24.0,2539,431,106
6206162,238203,6444365,01:47:24.365,319661,00:05:19.661,25.0,32.24,0.58,-0.81,-0.58,1.15,750,24.0,2539,422,101
6206162,238251,6444413,01:47:24.413,319709,00:05:19.709,25.0,32.20,0.56,-1.02,-0.56,1.29,750,24.0,2539,428,101
6206162,238309,6444471,01:47:24.471,319767,00:05:19.767,25.0,32.23,0.06,-1.45,-0.36,1.50,750,24.0,2539,423,102
6206162,238354,6444516,01:47:24.516,319812,00:05:19.812,25.0,32.18,0.00,-1.53,-0.47,1.60,750,24.0,2539,419,102
6206162,238399,6444561,01:47:24.561,319857,00:05:19.857,25.0,32.14,-0.97,-1.50,-0.08,1.79,750,24.0,2539,421,99
6206162,238444,6444606,01:47:24.606,319902,00:05:19.902,25.0,32.02,-0.77,-1.52,0.05,1.70,750,24.0,2539,427,103
6206162,238489,6444651,01:47:24.651,319947,00:05:19.947,25.0,31.89,-1.31,-1.22,0.23,1.80,750,24.0,2539,431,99
6206162,238534,6444696,01:47:24.696,319992,00:05:19.992,25.0,31.73,-1.05,-1.20,0.09,1.60,750,24.0,2539,425,107
6206162,238579,6444741,01:47:24.741,320037,00:05:20.037,25.0,31.56,-1.00,-1.27,0.06,1.62,750,24.0,2539,431,106
6206162,238624,6444786,01:47:24.786,320082,00:05:20.082,25.0,31.38,-1.19,-1.12,0.22,1.65,750,24.0,2539,425,100
6206162,238672,6444834,01:47:24.834,320130,00:05:20.130,25.0,31.24,-1.05,-0.62,0.20,1.24,750,24.0,2539,420,98
6206162,238717,6444879,01:47:24.879,320175,00:05:20.175,25.0,31.19,-1.25,-0.86,0.27,1.54,750,24.0,2539,416,93
6206162,238762,6444924,01:47:24.924,320220,00:05:20.220,25.0,31.23,-0.97,-0.89,0.12,1.32,750,24.0,2539,415,95
6206162,238807,6444969,01:47:24.969,320265,00:05:20.265,25.0,31.31,-0.83,-0.98,0.09,1.29,750,24.0,2539,422,97
6206162,238852,6445014,01:47:25.014,320310,00:05:20.310,25.0,31.46,-1.09,-1.20,0.16,1.63,753,24.0,2510,423,99
6206162,238897,6445059,01:47:25.059,320355,00:05:20.355,25.0,31.62,-0.58,-1.23,0.00,1.36,753,24.0,2510,428,99
6206162,238942,6445104,01:47:25.104,320400,00:05:20.400,25.0,31.81,-0.95,-0.86,0.05,1.28,753,24.0,2510,434,105
6206162,238987,6445149,01:47:25.149,320445,00:05:20.445,25.0,31.94,-0.78,-1.14,0.06,1.38,753,24.0,2510,427,103
6206162,239032,6445194,01:47:25.194,320490,00:05:20.490,24.9,32.05,-0.95,-0.72,0.06,1.19,753,24.0,2510,426,100
6206162,239080,6445242,01:47:25.242,320538,00:05:20.538,24.9,32.17,-1.11,-0.56,-0.05,1.24,753,24.0,2510,428,105
6206162,239125,6445287,01:47:25.287,320583,00:05:20.583,24.9,32.16,-0.98,-0.48,-0.31,1.13,753,24.0,2510,437,106
6206162,239170,6445332,01:47:25.332,320628,00:05:20.628,24.9,32.24,-0.77,-0.44,-0.27,0.93,753,24.0,2510,438,103
6206162,239215,6445377,01:47:25.377,320673,00:05:20.673,24.9,32.27,-0.67,-0.34,-0.33,0.82,753,24.0,2510,432,103
6206162,239260,6445422,01:47:25.422,320718,00:05:20.718,24.9,32.25,-0.73,-0.23,-0.33,0.83,753,24.0,2510,432,105
6206162,239305,6445467,01:47:25.467,320763,00:05:20.763,24.9,32.22,-0.59,-0.08,-0.31,0.67,753,24.0,2510,433,106
6206162,239350,6445512,01:47:25.512,320808,00:05:20.808,24.9,32.18,-0.56,0.14,-0.33,0.66,753,24.0,2510,424,101
6206162,239395,6445557,01:47:25.557,320853,00:05:20.853,24.9,32.07,-0.58,0.52,-0.39,0.87,753,24.0,2510,428,102
6206162,239440,6445602,01:47:25.602,320898,00:05:20.898,24.9,32.00,-0.48,0.56,-0.31,0.80,753,24.0,2510,436,104
6206162,239488,6445650,01:47:25.650,320946,00:05:20.946,24.9,31.86,-0.55,0.88,-0.22,1.06,753,24.0,2510,431,107
6206162,239533,6445695,01:47:25.695,320991,00:05:20.991,24.9,31.77,-0.94,0.64,-0.22,1.16,753,24.0,2510,442,110
6206162,239578,6445740,01:47:25.740,321036,00:05:21.036,24.9,31.69,-0.67,1.30,-0.05,1.46,753,24.0,2510,432,111
6206162,239623,6445785,01:47:25.785,321081,00:05:21.081,24.9,31.74,-0.97,1.52,-0.06,1.80,753,24.0,2510,433,110
6206162,239668,6445830,01:47:25.830,321126,00:05:21.126,24.9,31.82,-1.05,1.28,0.02,1.66,753,24.0,2510,435,107
6206162,239713,6445875,01:47:25.875,321171,00:05:21.171,24.9,31.91,-1.02,1.03,0.06,1.45,753,24.0,2510,437,108
6206162,239758,6445920,01:47:25.920,321216,00:05:21.216,24.9,32.04,-1.22,0.75,0.27,1.46,753,24.0,2510,433,108
6206162,239803,6445965,01:47:25.965,321261,00:05:21.261,24.9,32.21,-1.27,0.48,0.23,1.38,753,24.0,2510,435,109
6206162,239848,6446010,01:47:26.010,321306,00:05:21.306,24.9,32.26,-1.38,0.47,0.19,1.47,755,24.0,2484,432,108
6206162,239896,6446058,01:47:26.058,321354,00:05:21.354,24.9,32.35,-1.45,0.31,0.11,1.49,755,24.0,2484,425,108
6206162,239941,6446103,01:47:26.103,321399,00:05:21.399,24.9,32.45,-1.41,0.30,0.47,1.52,755,24.0,2484,431,108
6206162,239986,6446148,01:47:26.148,321444,00:05:21.444,24.9,32.48,-1.25,0.14,0.53,1.36,755,24.0,2484,433,102
6206162,240031,6446193,01:47:26.193,321489,00:05:21.489,24.9,32.52,-1.22,0.31,0.36,1.31,755,24.0,2484,427,106
6206162,240076,6446238,01:47:26.238,321534,00:05:21.534,24.9,32.47,-1.16,0.31,0.33,1.25,755,24.0,2484,433,107
6206162,240121,6446283,01:47:26.283,321579,00:05:21.579,24.9,32.55,-1.17,0.42,0.30,1.28,755,24.0,2484,427,104
6206162,240166,6446328,01:47:26.328,321624,00:05:21.624,24.9,32.50,-0.95,0.91,0.28,1.34,755,24.0,2484,423,101
6206162,240211,6446373,01:47:26.373,321669,00:05:21.669,24.9,32.31,-1.33,0.45,0.25,1.43,755,24.0,2484,433,104
6206162,240256,6446418,01:47:26.418,321714,00:05:21.714,24.9,32.37,-1.20,0.72,0.22,1.42,755,24.0,2484,426,102
6206162,240304,6446466,01:47:26.466,321762,00:05:21.762,24.9,32.23,-1.19,0.52,0.17,1.31,755,24.0,2484,428,102
6206162,240349,6446511,01:47:26.511,321807,00:05:21.807,24.9,32.14,-0.98,0.45,0.11,1.08,755,24.0,2484,425,104
6206162,240394,6446556,01:47:26.556,321852,00:05:21.852,24.9,32.08,-1.05,0.48,0.12,1.16,755,24.0,2484,431,108
6206162,240439,6446601,01:47:26.601,321897,00:05:21.897,24.9,31.98,-0.97,0.39,0.06,1.05,755,24.0,2484,426,105
6206162,240484,6446646,01:47:26.646,321942,00:05:21.942,25.0,31.82,-0.81,0.31,0.03,0.87,755,24.0,2484,431,105
6206162,240529,6446691,01:47:26.691,321987,00:05:21.987,25.0,31.68,-0.92,0.23,-0.08,0.95,755,24.0,2484,425,106
