"Time Offset [ms]","Time [ms]","Patched Time [ms]","Time [hh:mm:ss.ms]","T-Zero Time [ms]","T-zero Time [hh:mm:ss.ms]","Temperature [ºC]","Humidity [%RH]","X [g]","Y [g]","Z [g]","Magnitude [g]","Pressure [hPa]","Temperature [ºC]","Altitude [m]","eCO2 [ppm]","TVOC [ppb]"
,6134420,6134420,01:42:14.420,9716,00:00:09.716,31.9,49.21,0.20,1.98,1.98,2.81,914,31.1,913,400,12
,6134468,6134468,01:42:14.468,9764,00:00:09.764,31.9,49.32,-0.30,1.98,1.98,2.82,914,31.1,913,400,10
,6134513,6134513,01:42:14.513,9809,00:00:09.809,31.9,48.84,-0.02,1.98,1.98,2.80,914,31.1,913,400,11
,6134558,6134558,01:42:14.558,9854,00:00:09.854,31.9,48.58,0.03,1.98,1.98,2.80,914,31.1,913,400,12
,6134603,6134603,01:42:14.603,9899,00:00:09.899,31.9,48.98,0.53,1.98,1.98,2.85,895,31.1,1091,400,13
,6134648,6134648,01:42:14.648,9944,00:00:09.944,31.9,49.25,0.03,1.98,1.98,2.80,895,31.1,1091,400,14
,6134693,6134693,01:42:14.693,9989,00:00:09.989,31.9,49.02,-0.52,1.98,1.98,2.85,895,31.1,1091,400,14
,6134738,6134738,01:42:14.738,10034,00:00:10.034,31.9,48.44,0.06,1.98,1.98,2.80,895,31.1,1091,400,12
,6134783,6134783,01:42:14.783,10079,00:00:10.079,31.9,48.69,0.00,1.98,1.98,2.80,895,31.1,1091,400,9
,6134828,6134828,01:42:14.828,10124,00:00:10.124,31.9,49.01,0.00,1.98,1.98,2.80,895,31.1,1091,400,15
,6134876,6134876,01:42:14.876,10172,00:00:10.172,31.9,49.03,-0.23,1.98,1.69,2.61,895,31.1,1091,400,11
,6134921,6134921,01:42:14.921,10217,00:00:10.217,31.9,48.41,-0.12,1.98,1.83,2.70,895,31.1,1091,400,11
,6134966,6134966,01:42:14.966,10262,00:00:10.262,31.9,48.41,0.11,1.98,1.33,2.39,895,31.1,1091,400,8
,6135011,6135011,01:42:15.011,10307,00:00:10.307,31.9,48.84,-0.02,1.98,1.98,2.80,895,31.1,1091,400,17
,6135056,6135056,01:42:15.056,10352,00:00:10.352,31.9,48.92,0.28,1.98,1.83,2.71,895,31.1,1091,400,13
,6135101,6135101,01:42:15.101,10397,00:00:10.397,31.9,48.40,-0.31,1.98,1.38,2.43,895,31.1,1091,400,13
,6135146,6135146,01:42:15.146,10442,00:00:10.442,31.9,48.17,-0.06,1.98,1.72,2.62,895,31.1,1091,400,17
,6135191,6135191,01:42:15.191,10487,00:00:10.487,31.9,48.64,0.09,1.98,1.77,2.66,895,31.1,1091,400,10
,6135236,6135236,01:42:15.236,10532,00:00:10.532,31.9,48.78,-0.30,1.98,1.53,2.52,895,31.1,1091,400,10
,6135284,6135284,01:42:15.284,10580,00:00:10.580,31.9,48.48,0.25,1.98,0.88,2.18,895,31.1,1091,400,10
,6135329,6135329,01:42:15.329,10625,00:00:10.625,31.9,48.05,0.22,1.98,1.06,2.26,895,31.1,1091,400,9
,6135374,6135374,01:42:15.374,10670,00:00:10.670,31.9,48.45,-0.20,1.98,1.20,2.32,895,31.1,1091,400,7
,6135419,6135419,01:42:15.419,10715,00:00:10.715,31.9,48.74,-0.50,1.98,1.58,2.58,895,31.1,1091,400,10
,6135473,6135473,01:42:15.473,10769,00:00:10.769,31.9,48.53,-0.25,1.98,0.97,2.22,895,31.1,1091,400,4
,6135518,6135518,01:42:15.518,10814,00:00:10.814,31.9,47.98,0.22,1.98,0.22,2.00,895,31.1,1091,400,6
,6135563,6135563,01:42:15.563,10859,00:00:10.859,31.9,48.33,-0.08,1.98,0.58,2.06,895,31.1,1091,400,9
,6135608,6135608,01:42:15.608,10904,00:00:10.904,31.9,48.59,-0.14,1.98,0.20,1.99,875,31.1,1289,400,4
,6135653,6135653,01:42:15.653,10949,00:00:10.949,31.9,48.41,0.39,1.98,-0.33,2.04,875,31.1,1289,400,9
,6135701,6135701,01:42:15.701,10997,00:00:10.997,31.9,47.87,-0.14,1.98,-0.47,2.04,875,31.1,1289,400,8
,6135746,6135746,01:42:15.746,11042,00:00:11.042,31.9,48.17,-0.30,1.98,-0.53,2.07,875,31.1,1289,400,6
,6135791,6135791,01:42:15.791,11087,00:00:11.087,31.9,48.53,0.27,1.98,-0.95,2.21,875,31.1,1289,400,4
,6135836,6135836,01:42:15.836,11132,00:00:11.132,31.9,48.40,0.00,1.98,-0.44,2.03,875,31.1,1289,400,8
,6135881,6135881,01:42:15.881,11177,00:00:11.177,31.9,47.82,0.09,1.98,-1.12,2.28,875,31.1,1289,400,10
,6135926,6135926,01:42:15.926,11222,00:00:11.222,31.9,48.00,-0.03,1.98,-0.91,2.18,875,31.1,1289,400,11
,6135971,6135971,01:42:15.971,11267,00:00:11.267,31.9,48.41,-0.52,1.98,-0.31,2.07,875,31.1,1289,400,11
,6136016,6136016,01:42:16.016,11312,00:00:11.312,31.9,48.41,0.11,1.98,-0.66,2.09,875,31.1,1289,400,6
,6136061,6136061,01:42:16.061,11357,00:00:11.357,32.0,47.82,-0.08,1.98,-1.23,2.33,875,31.1,1289,400,13
,6136109,6136109,01:42:16.109,11405,00:00:11.405,32.0,47.77,0.08,1.98,-0.97,2.21,875,31.1,1289,400,12
,6136154,6136154,01:42:16.154,11450,00:00:11.450,31.9,48.17,0.22,1.98,-0.50,2.05,875,31.1,1289,400,10
,6136199,6136199,01:42:16.199,11495,00:00:11.495,31.9,48.32,0.03,1.98,-0.28,2.00,875,31.1,1289,400,9
,6136244,6136244,01:42:16.244,11540,00:00:11.540,31.9,47.79,0.06,1.98,-0.67,2.09,875,31.1,1289,400,14
,6136289,6136289,01:42:16.289,11585,00:00:11.585,32.0,47.54,0.09,1.98,-0.73,2.11,875,31.1,1289,400,10
,6136334,6136334,01:42:16.334,11630,00:00:11.630,31.9,47.97,-0.03,1.98,-0.92,2.18,875,31.1,1289,400,13
,6136379,6136379,01:42:16.379,11675,00:00:11.675,32.0,48.21,0.02,1.98,-1.08,2.26,875,31.1,1289,400,13
,6136424,6136424,01:42:16.424,11720,00:00:11.720,32.0,47.90,0.02,1.98,-0.53,2.05,875,31.1,1289,400,13
,6136469,6136469,01:42:16.469,11765,00:00:11.765,32.0,47.42,0.06,1.98,-1.17,2.30,875,31.1,1289,400,6
,6136517,6136517,01:42:16.517,11813,00:00:11.813,32.0,47.76,-0.27,1.98,-1.55,2.53,875,31.1,1289,400,5
,6136562,6136562,01:42:16.562,11858,00:00:11.858,32.0,48.04,-0.17,1.98,-0.73,2.12,875,31.1,1289,400,9
,6136607,6136607,01:42:16.607,11903,00:00:11.903,32.0,47.93,0.22,1.98,-0.81,2.15,853,31.2,1507,400,8
,6136652,6136652,01:42:16.652,11948,00:00:11.948,32.0,47.31,0.19,1.98,-1.91,2.76,853,31.2,1507,400,7
,6136697,6136697,01:42:16.697,11993,00:00:11.993,32.0,47.48,-0.25,1.98,-1.19,2.32,853,31.2,1507,400,9
,6136742,6136742,01:42:16.742,12038,00:00:12.038,32.0,47.88,-0.22,1.98,-0.58,2.07,853,31.2,1507,400,9
,6136787,6136787,01:42:16.787,12083,00:00:12.083,32.0,47.92,-0.09,1.98,-1.20,2.32,853,31.2,1507,400,9
,6136832,6136832,01:42:16.832,12128,00:00:12.128,32.0,47.38,-0.03,1.98,-1.17,2.30,853,31.2,1507,400,10
,6136877,6136877,01:42:16.877,12173,00:00:12.173,32.0,47.29,-0.34,1.98,-1.03,2.26,853,31.2,1507,400,9
,6136925,6136925,01:42:16.925,12221,00:00:12.221,32.0,47.67,-0.14,1.98,-1.31,2.38,853,31.2,1507,400,9
,6136970,6136970,01:42:16.970,12266,00:00:12.266,32.0,47.89,0.00,1.98,-1.22,2.33,853,31.2,1507,400,12
,6137015,6137015,01:42:17.015,12311,00:00:12.311,32.0,47.48,-0.27,1.98,-1.11,2.29,853,31.2,1507,400,10
,6137060,6137060,01:42:17.060,12356,00:00:12.356,32.0,47.10,0.17,1.98,-1.48,2.48,853,31.2,1507,400,7
,6137105,6137105,01:42:17.105,12401,00:00:12.401,32.0,47.47,-0.09,1.98,-1.53,2.50,853,31.2,1507,400,8
,6137150,6137150,01:42:17.150,12446,00:00:12.446,32.0,47.75,-0.12,1.98,-1.27,2.36,853,31.2,1507,400,8
,6137195,6137195,01:42:17.195,12491,00:00:12.491,32.0,47.68,0.19,1.98,-1.41,2.44,853,31.2,1507,400,8
,6137240,6137240,01:42:17.240,12536,00:00:12.536,32.0,47.09,-0.20,1.98,-2.00,2.82,853,31.2,1507,400,10
,6137285,6137285,01:42:17.285,12581,00:00:12.581,32.0,47.27,0.00,1.98,-1.02,2.23,853,31.2,1507,400,11
,6137332,6137332,01:42:17.332,12628,00:00:12.628,32.0,47.65,-0.22,1.98,-1.12,2.29,853,31.2,1507,400,9
,6137377,6137377,01:42:17.377,12673,00:00:12.673,32.1,47.84,0.36,1.98,-1.39,2.45,853,31.2,1507,400,9
,6137423,6137423,01:42:17.423,12719,00:00:12.719,32.1,47.33,0.25,1.98,-1.00,2.23,853,31.2,1507,400,8
,6137468,6137468,01:42:17.468,12764,00:00:12.764,32.1,47.15,-0.08,1.98,-0.62,2.08,853,31.2,1507,400,11
,6137513,6137513,01:42:17.513,12809,00:00:12.809,32.1,47.55,-0.16,1.98,-1.30,2.37,853,31.2,1507,400,12
,6137558,6137558,01:42:17.558,12854,00:00:12.854,32.1,47.86,-0.17,1.98,-1.47,2.47,853,31.2,1507,400,9
,6137603,6137603,01:42:17.603,12899,00:00:12.899,32.1,47.61,-0.34,1.98,-1.23,2.36,829,31.3,1750,400,11
,6137648,6137648,01:42:17.648,12944,00:00:12.944,32.1,47.08,0.30,1.98,-0.97,2.23,829,31.3,1750,400,9
,6137693,6137693,01:42:17.693,12989,00:00:12.989,32.1,47.32,0.02,1.98,-0.98,2.21,829,31.3,1750,400,10
,6137740,6137740,01:42:17.740,13036,00:00:13.036,32.1,47.71,0.19,1.98,-1.08,2.26,829,31.3,1750,400,9
,6137785,6137785,01:42:17.785,13081,00:00:13.081,32.1,47.72,-0.33,1.98,-1.27,2.38,829,31.3,1750,400,8
,6137831,6137831,01:42:17.831,13127,00:00:13.127,32.1,47.17,0.27,1.98,-1.22,2.34,829,31.3,1750,400,9
,6137876,6137876,01:42:17.876,13172,00:00:13.172,32.1,47.07,-0.30,1.98,-1.42,2.45,829,31.3,1750,400,6
,6137921,6137921,01:42:17.921,13217,00:00:13.217,32.1,47.52,-0.09,1.98,-1.25,2.34,829,31.3,1750,400,9
,6137966,6137966,01:42:17.966,13262,00:00:13.262,32.1,47.72,0.03,1.98,-1.19,2.31,829,31.3,1750,400,11
,6138011,6138011,01:42:18.011,13307,00:00:13.307,32.1,47.46,-0.28,1.98,-1.17,2.32,829,31.3,1750,400,11
,6138056,6138056,01:42:18.056,13352,00:00:13.352,32.1,46.92,0.14,1.98,-1.25,2.35,829,31.3,1750,400,11
,6138101,6138101,01:42:18.101,13397,00:00:13.397,32.1,47.12,-0.03,1.98,-1.34,2.39,829,31.3,1750,400,9
,6138148,6138148,01:42:18.148,13444,00:00:13.444,32.1,47.48,-0.05,1.98,-1.52,2.50,829,31.3,1750,400,11
,6138193,6138193,01:42:18.193,13489,00:00:13.489,32.1,47.52,0.14,1.98,-1.34,2.39,829,31.3,1750,400,13
,6138239,6138239,01:42:18.239,13535,00:00:13.535,32.1,47.05,-0.20,1.98,-0.81,2.15,829,31.3,1750,400,14
,6138284,6138284,01:42:18.284,13580,00:00:13.580,32.1,46.83,-0.02,1.98,-1.58,2.53,829,31.3,1750,400,15
,6138329,6138329,01:42:18.329,13625,00:00:13.625,32.1,47.22,0.08,1.98,-1.00,2.22,829,31.3,1750,400,13
,6138374,6138374,01:42:18.374,13670,00:00:13.670,32.1,47.46,-0.16,1.98,-1.88,2.74,829,31.3,1750,400,16
,6138419,6138419,01:42:18.419,13715,00:00:13.715,32.2,47.31,0.12,1.98,-1.11,2.27,829,31.3,1750,400,11
,6138464,6138464,01:42:18.464,13760,00:00:13.760,32.2,46.71,0.08,1.98,-1.55,2.52,829,31.3,1750,400,10
,6138509,6138509,01:42:18.509,13805,00:00:13.805,32.2,46.81,0.11,1.98,-0.83,2.15,829,31.3,1750,400,12
,6138556,6138556,01:42:18.556,13852,00:00:13.852,32.2,47.21,-0.69,1.98,-2.00,2.90,829,31.3,1750,400,9
,6138601,6138601,01:42:18.601,13897,00:00:13.897,32.2,47.36,-0.16,1.98,-1.34,2.40,804,31.3,2019,400,15
,6138647,6138647,01:42:18.647,13943,00:00:13.943,32.2,47.02,-0.41,1.98,-1.41,2.47,804,31.3,2019,400,10
,6138692,6138692,01:42:18.692,13988,00:00:13.988,32.2,46.58,0.09,1.98,-1.34,2.39,804,31.3,2019,400,15
,6138737,6138737,01:42:18.737,14033,00:00:14.033,32.2,46.86,0.02,1.98,-0.80,2.14,804,31.3,2019,400,10
,6138782,6138782,01:42:18.782,14078,00:00:14.078,32.2,47.18,0.19,1.98,-1.23,2.34,804,31.3,2019,400,14
,6138827,6138827,01:42:18.827,14123,00:00:14.123,32.2,47.21,0.00,1.98,-1.45,2.45,804,31.3,2019,400,15
,6138872,6138872,01:42:18.872,14168,00:00:14.168,32.2,46.73,0.02,1.98,-0.98,2.21,804,31.3,2019,400,13
,6138917,6138917,01:42:18.917,14213,00:00:14.213,32.2,46.52,-0.19,1.98,-1.08,2.26,804,31.3,2019,400,14
,6138964,6138964,01:42:18.964,14260,00:00:14.260,32.2,46.85,-0.05,1.98,-1.27,2.35,804,31.3,2019,400,15
,6139009,6139009,01:42:19.009,14305,00:00:14.305,32.2,47.15,-0.09,1.98,-1.81,2.68,804,31.3,2019,400,19
,6139055,6139055,01:42:19.055,14351,00:00:14.351,32.2,46.99,-0.36,1.98,-1.73,2.65,804,31.3,2019,400,15
,6139100,6139100,01:42:19.100,14396,00:00:14.396,32.2,46.46,-0.39,1.98,-1.39,2.45,804,31.3,2019,400,17
,6139145,6139145,01:42:19.145,14441,00:00:14.441,32.2,46.45,-0.03,1.98,-1.61,2.55,804,31.3,2019,400,17
,6139190,6139190,01:42:19.190,14486,00:00:14.486,32.2,46.79,-0.25,1.98,-1.08,2.27,804,31.3,2019,400,18
,6139235,6139235,01:42:19.235,14531,00:00:14.531,32.2,47.06,-0.19,1.98,-1.83,2.70,804,31.3,2019,400,18
,6139280,6139280,01:42:19.280,14576,00:00:14.576,32.2,46.84,0.14,1.98,-1.47,2.47,804,31.3,2019,400,12
,6139325,6139325,01:42:19.325,14621,00:00:14.621,32.2,46.26,-0.03,1.98,-1.33,2.39,804,31.3,2019,400,14
,6139372,6139372,01:42:19.372,14668,00:00:14.668,32.2,46.31,-0.06,1.98,-1.58,2.53,804,31.3,2019,400,16
,6139417,6139417,01:42:19.417,14713,00:00:14.713,32.2,46.73,0.05,1.98,-1.14,2.29,804,31.3,2019,400,17
,6139463,6139463,01:42:19.463,14759,00:00:14.759,32.2,46.91,-0.17,1.98,-1.03,2.24,804,31.3,2019,400,15
,6139508,6139508,01:42:19.508,14804,00:00:14.804,32.2,46.63,-0.05,1.98,-1.44,2.45,804,31.3,2019,400,15
,6139553,6139553,01:42:19.553,14849,00:00:14.849,32.2,46.13,0.14,1.98,-1.06,2.25,804,31.3,2019,400,20
,6139598,6139598,01:42:19.598,14894,00:00:14.894,32.2,46.25,-0.25,1.98,-0.73,2.13,777,31.4,2309,400,20
,6139643,6139643,01:42:19.643,14939,00:00:14.939,32.2,46.65,-0.03,1.98,-1.31,2.37,777,31.4,2309,400,22
,6139688,6139688,01:42:19.688,14984,00:00:14.984,32.3,46.78,-0.30,1.98,-1.20,2.33,777,31.4,2309,400,20
,6139733,6139733,01:42:19.733,15029,00:00:15.029,32.3,46.53,0.09,1.98,-1.17,2.30,777,31.4,2309,400,17
,6139780,6139780,01:42:19.780,15076,00:00:15.076,32.3,46.01,-0.23,1.98,-0.98,2.22,777,31.4,2309,400,15
,6139825,6139825,01:42:19.825,15121,00:00:15.121,32.3,46.18,-0.02,1.98,-1.75,2.64,777,31.4,2309,400,18
,6139871,6139871,01:42:19.871,15167,00:00:15.167,32.3,46.57,0.06,1.98,-1.44,2.45,777,31.4,2309,400,14
,6139916,6139916,01:42:19.916,15212,00:00:15.212,32.3,46.72,0.03,1.98,-0.59,2.07,777,31.4,2309,400,16
,6139961,6139961,01:42:19.961,15257,00:00:15.257,32.3,46.42,-0.16,1.98,-1.19,2.32,777,31.4,2309,400,11
,6140006,6140006,01:42:20.006,15302,00:00:15.302,32.3,45.92,-0.44,1.98,-1.44,2.49,777,31.4,2309,400,19
,6140051,6140051,01:42:20.051,15347,00:00:15.347,32.3,46.05,0.12,1.98,-1.16,2.30,777,31.4,2309,400,20
,6140096,6140096,01:42:20.096,15392,00:00:15.392,32.3,46.42,-0.27,1.98,-1.25,2.36,777,31.4,2309,400,19
,6140141,6140141,01:42:20.141,15437,00:00:15.437,32.3,46.61,0.19,1.98,-1.52,2.50,777,31.4,2309,400,13
,6140188,6140188,01:42:20.188,15484,00:00:15.484,32.3,46.38,-0.05,1.98,-1.12,2.28,777,31.4,2309,400,20
,6140233,6140233,01:42:20.233,15529,00:00:15.529,32.3,45.84,0.00,1.98,-1.20,2.32,777,31.4,2309,400,16
,6140279,6140279,01:42:20.279,15575,00:00:15.575,32.3,45.91,-0.23,1.98,-1.06,2.26,777,31.4,2309,400,16
,6140323,6140323,01:42:20.323,15619,00:00:15.619,32.3,46.24,0.03,1.98,-1.53,2.50,777,31.4,2309,400,14
,6140369,6140369,01:42:20.369,15665,00:00:15.665,32.3,46.46,-0.19,1.98,-1.31,2.38,777,31.4,2309,400,19
,6140413,6140413,01:42:20.413,15709,00:00:15.709,32.3,46.27,-0.05,1.98,-1.25,2.34,777,31.4,2309,400,13
,6140459,6140459,01:42:20.459,15755,00:00:15.755,32.3,45.71,-0.11,1.98,-1.14,2.29,777,31.4,2309,400,18
,6140503,6140503,01:42:20.503,15799,00:00:15.799,32.3,45.72,0.02,1.98,-1.19,2.31,777,31.4,2309,400,14
,6140549,6140549,01:42:20.549,15845,00:00:15.845,32.3,46.11,-0.12,1.98,-1.19,2.31,777,31.4,2309,400,14
,6140596,6140596,01:42:20.596,15892,00:00:15.892,32.3,46.32,-0.14,1.98,-1.52,2.50,749,31.6,2621,400,16
,6140641,6140641,01:42:20.641,15937,00:00:15.937,32.3,46.17,-0.20,1.98,-1.19,2.32,749,31.6,2621,400,14
,6140687,6140687,01:42:20.687,15983,00:00:15.983,32.3,45.66,-0.27,1.98,-1.25,2.36,749,31.6,2621,400,23
,6140731,6140731,01:42:20.731,16027,00:00:16.027,32.3,45.54,0.00,1.98,-1.41,2.43,749,31.6,2621,400,17
,6140777,6140777,01:42:20.777,16073,00:00:16.073,32.3,45.83,-0.20,1.98,-1.14,2.29,749,31.6,2621,400,20
,6140822,6140822,01:42:20.822,16118,00:00:16.118,32.4,46.16,-0.12,1.98,-1.25,2.34,749,31.6,2621,400,17
,6140867,6140867,01:42:20.867,16163,00:00:16.163,32.4,46.17,-0.20,1.98,-1.45,2.46,749,31.6,2621,400,17
,6140912,6140912,01:42:20.912,16208,00:00:16.208,32.4,45.79,-0.02,1.98,-1.05,2.24,749,31.6,2621,400,13
,6140959,6140959,01:42:20.959,16255,00:00:16.255,32.4,45.38,0.12,1.98,-1.30,2.37,749,31.6,2621,400,20
,6141004,6141004,01:42:21.004,16300,00:00:16.300,32.4,45.61,-0.02,1.98,-1.33,2.39,749,31.6,2621,400,19
,6141050,6141050,01:42:21.050,16346,00:00:16.346,32.4,45.94,-0.09,1.98,-1.23,2.33,749,31.6,2621,400,18
,6141095,6141095,01:42:21.095,16391,00:00:16.391,32.4,46.06,-0.14,1.98,-1.30,2.37,749,31.6,2621,400,21
,6141140,6141140,01:42:21.140,16436,00:00:16.436,32.4,45.84,-0.03,1.98,-1.12,2.28,749,31.6,2621,400,19
,6141184,6141184,01:42:21.184,16480,00:00:16.480,32.4,45.33,-0.23,1.98,-1.31,2.39,749,31.6,2621,400,19
,6141230,6141230,01:42:21.230,16526,00:00:16.526,32.4,45.35,-0.33,1.98,-1.25,2.36,749,31.6,2621,400,20
,6141275,6141275,01:42:21.275,16571,00:00:16.571,32.4,45.72,0.08,1.95,-1.02,2.20,749,31.6,2621,400,14
,6141320,6141320,01:42:21.320,16616,00:00:16.616,32.4,45.92,-0.09,1.98,-1.30,2.37,749,31.6,2621,400,21
,6141367,6141367,01:42:21.367,16663,00:00:16.663,32.4,45.87,-0.06,1.84,-0.86,2.03,749,31.6,2621,400,20
,6141412,6141412,01:42:21.412,16708,00:00:16.708,32.5,45.41,-0.02,1.89,-1.64,2.50,749,31.6,2621,400,18
,6141458,6141458,01:42:21.458,16754,00:00:16.754,32.5,45.13,-0.20,1.98,-1.42,2.44,749,31.6,2621,400,18
,6141502,6141502,01:42:21.502,16798,00:00:16.798,32.5,45.38,-0.11,1.98,-1.33,2.39,749,31.6,2621,400,19
,6141548,6141548,01:42:21.548,16844,00:00:16.844,32.5,45.68,-0.14,1.98,-1.47,2.47,749,31.6,2621,400,23
,6141592,6141592,01:42:21.592,16888,00:00:16.888,32.5,45.86,0.06,1.92,-1.22,2.28,720,31.7,2946,400,21
,6141638,6141638,01:42:21.638,16934,00:00:16.934,32.5,45.63,0.09,1.88,-1.08,2.17,720,31.7,2946,400,23
,6141682,6141682,01:42:21.682,16978,00:00:16.978,32.5,45.11,-0.22,1.94,-1.28,2.33,720,31.7,2946,400,24
,6141728,6141728,01:42:21.728,17024,00:00:17.024,32.5,45.11,-0.16,1.98,-1.25,2.35,720,31.7,2946,400,19
,6141775,6141775,01:42:21.775,17071,00:00:17.071,32.5,45.39,0.03,1.98,-1.02,2.23,720,31.7,2946,400,24
,6141820,6141820,01:42:21.820,17116,00:00:17.116,32.5,45.66,-0.05,1.97,-1.45,2.45,720,31.7,2946,400,22
,6141866,6141866,01:42:21.866,17162,00:00:17.162,32.5,45.65,-0.05,1.98,-1.14,2.29,720,31.7,2946,400,23
,6141910,6141910,01:42:21.910,17206,00:00:17.206,32.5,45.36,0.03,1.89,-1.36,2.33,720,31.7,2946,400,23
,6141956,6141956,01:42:21.956,17252,00:00:17.252,32.5,44.94,0.17,1.89,-1.12,2.20,720,31.7,2946,400,24
,6142001,6142001,01:42:22.001,17297,00:00:17.297,32.5,45.05,-0.34,1.80,-1.05,2.11,720,31.7,2946,400,26
,6142046,6142046,01:42:22.046,17342,00:00:17.342,32.5,45.40,0.20,1.73,-0.84,1.93,720,31.7,2946,400,21
,6142090,6142090,01:42:22.090,17386,00:00:17.386,32.5,45.57,-0.38,1.80,-1.78,2.56,720,31.7,2946,400,21
,6142136,6142136,01:42:22.136,17432,00:00:17.432,32.5,45.52,-0.03,1.89,-1.17,2.22,720,31.7,2946,400,23
,6142183,6142183,01:42:22.183,17479,00:00:17.479,32.5,45.06,-0.14,1.92,-0.69,2.05,720,31.7,2946,400,26
,6142228,6142228,01:42:22.228,17524,00:00:17.524,32.6,44.80,-0.08,1.86,-1.75,2.56,720,31.7,2946,400,23
,6142274,6142274,01:42:22.274,17570,00:00:17.570,32.6,45.02,0.11,1.84,-1.12,2.16,720,31.7,2946,400,27
,6142318,6142318,01:42:22.318,17614,00:00:17.614,32.6,45.34,-0.27,1.89,-0.88,2.10,720,31.7,2946,400,29
,6142364,6142364,01:42:22.364,17660,00:00:17.660,32.6,45.52,-0.11,1.83,-1.70,2.50,720,31.7,2946,400,27
,6142408,6142408,01:42:22.408,17704,00:00:17.704,32.6,45.33,-0.08,1.64,-0.92,1.88,720,31.7,2946,400,27
,6142454,6142454,01:42:22.454,17750,00:00:17.750,32.6,44.84,0.12,1.53,-0.75,1.71,720,31.7,2946,400,29
,6142498,6142498,01:42:22.498,17794,00:00:17.794,32.6,44.64,-0.11,1.69,-1.03,1.98,720,31.7,2946,400,24
,6142543,6142543,01:42:22.543,17839,00:00:17.839,32.6,44.80,-0.20,1.69,-1.34,2.17,720,31.7,2946,400,29
,6142591,6142591,01:42:22.591,17887,00:00:17.887,32.6,45.14,-0.19,1.84,-1.31,2.27,692,31.8,3283,400,28
,6142636,6142636,01:42:22.636,17932,00:00:17.932,32.6,45.27,-0.23,1.69,-1.58,2.32,692,31.8,3283,400,29
,6142681,6142681,01:42:22.681,17977,00:00:17.977,32.6,45.08,-0.16,1.58,-1.27,2.03,692,31.8,3283,400,24
,6142726,6142726,01:42:22.726,18022,00:00:18.022,32.6,44.63,0.05,1.69,-1.19,2.07,692,31.8,3283,400,29
,6142771,6142771,01:42:22.771,18067,00:00:18.067,32.6,44.41,0.00,1.59,-1.17,1.97,692,31.8,3283,400,25
,6142816,6142816,01:42:22.816,18112,00:00:18.112,32.7,44.65,-0.06,1.61,-1.20,2.01,692,31.8,3283,400,27
,6142861,6142861,01:42:22.861,18157,00:00:18.157,32.7,44.91,0.14,1.78,-1.56,2.37,692,31.8,3283,400,33
,6142906,6142906,01:42:22.906,18202,00:00:18.202,32.7,45.04,0.06,1.84,-1.05,2.12,692,31.8,3283,400,30
,6142951,6142951,01:42:22.951,18247,00:00:18.247,32.7,44.97,0.11,1.61,-1.34,2.10,692,31.8,3283,400,35
,6142999,6142999,01:42:22.999,18295,00:00:18.295,32.7,44.51,0.00,1.67,-1.48,2.23,692,31.8,3283,400,29
,6143054,6143054,01:42:23.054,18350,00:00:18.350,32.7,44.23,-0.14,1.66,-1.44,2.20,692,31.8,3283,400,34
,6143099,6143099,01:42:23.099,18395,00:00:18.395,32.7,44.46,0.05,1.75,-1.34,2.20,692,31.8,3283,400,34
,6143144,6143144,01:42:23.144,18440,00:00:18.440,32.7,44.73,0.02,1.59,-1.41,2.13,692,31.8,3283,400,36
,6143189,6143189,01:42:23.189,18485,00:00:18.485,32.7,44.86,0.03,1.69,-0.66,1.81,692,31.8,3283,400,39
,6143234,6143234,01:42:23.234,18530,00:00:18.530,32.7,44.72,0.16,1.56,-1.05,1.89,692,31.8,3283,400,35
,6143279,6143279,01:42:23.279,18575,00:00:18.575,32.7,44.29,-0.22,1.66,-1.16,2.04,692,31.8,3283,400,31
,6143325,6143325,01:42:23.325,18621,00:00:18.621,32.7,43.95,-0.17,1.67,-1.64,2.35,692,31.8,3283,400,36
,6143370,6143370,01:42:23.370,18666,00:00:18.666,32.7,44.16,-0.20,1.84,-1.36,2.30,692,31.8,3283,400,34
,6143417,6143417,01:42:23.417,18713,00:00:18.713,32.7,44.46,-0.09,1.59,-1.16,1.97,692,31.8,3283,400,32
,6143462,6143462,01:42:23.462,18758,00:00:18.758,32.7,44.62,0.05,1.58,-1.30,2.05,692,31.8,3283,400,35
,6143507,6143507,01:42:23.507,18803,00:00:18.803,32.7,44.57,-0.23,1.56,-1.14,1.95,692,31.8,3283,400,38
,6143552,6143552,01:42:23.552,18848,00:00:18.848,32.8,44.22,-0.09,1.50,-1.34,2.01,664,31.8,3619,400,39
,6143629,6143629,01:42:23.629,18925,00:00:18.925,32.8,43.78,-0.06,1.66,-1.19,2.04,664,32.0,3621,400,36
,6143674,6143674,01:42:23.674,18970,00:00:18.970,32.7,44.19,-0.09,1.45,-1.58,2.15,664,32.0,3621,400,37
,6143720,6143720,01:42:23.720,19016,00:00:19.016,32.8,44.28,-0.02,1.44,-1.44,2.04,664,32.0,3621,400,36
,6143765,6143765,01:42:23.765,19061,00:00:19.061,32.8,44.41,0.06,1.38,-1.09,1.76,664,32.0,3621,400,42
,6143810,6143810,01:42:23.810,19106,00:00:19.106,32.8,44.25,-0.14,1.66,-1.23,2.07,664,32.0,3621,400,41
,6143857,6143857,01:42:23.857,19153,00:00:19.153,32.8,43.87,-0.03,1.55,-0.83,1.76,664,32.0,3621,400,39
